Transaction ID,Customer Name,Date,Amount,Status
TXN00467,Jeffrey Hester,2025-02-08,3673.8,Pending
TXN00468,Stephanie Hernandez,2025-10-18,4003.96,Failed
TXN00469,Christopher Smith,2025-03-28,3947.98,Failed
TXN00470,Sandy Lopez,2024-11-15,1887.2,Pending
TXN00471,Erin Finley,2025-03-18,926.66,Pending
TXN00472,Kimberly Robinson,2025-04-28,3249.59,Failed
TXN00473,William Odonnell,2025-10-13,353.05,Pending
TXN00474,Todd Barnes,2025-01-17,430.73,Success
TXN00475,Harry Morgan,2025-01-15,4892.46,Success
TXN00476,Olivia Lutz,2025-01-01,888.1,Pending
TXN00477,Brian Lane,2025-03-15,1056.45,Failed
TXN00478,Heather James,2025-08-01,4922.24,Pending
TXN00479,Crystal Jefferson,2025-02-20,3370.5,Pending
TXN00480,Jason Waters,2025-09-11,4632.84,Pending
TXN00481,Laura Alvarado,2024-12-18,2606.24,Failed
TXN00482,Joshua Evans,2025-07-19,2796.34,Success
TXN00483,Veronica Meadows,2025-02-18,4104.72,Failed
TXN00484,Mitchell Watkins,2025-07-20,3425.35,Failed
TXN00485,Jonathan Johnson,2025-06-16,1014.71,Success
TXN00486,Jesse Sims,2024-10-30,1478.4,Pending
TXN00487,Brianna Thompson,2025-02-17,1792.31,Pending
TXN00488,Franklin Harmon,2025-10-17,1394.93,Success
TXN00489,Kelly Tucker,2025-05-30,2142.06,Failed
TXN00490,Jack Powers,2025-02-12,999.01,Failed
TXN00491,Lisa Reed,2025-08-22,387.54,Success
TXN00492,Michael Salas,2024-11-09,695.3,Failed
TXN00493,Eddie Murphy,2025-01-26,3336.57,Failed
TXN00494,Todd Brown,2025-03-10,2479.6,Failed
TXN00495,Philip Ramirez,2025-01-18,4297.98,Pending
TXN00496,Johnathan Mosley,2024-12-10,3893.48,Pending
TXN00497,Gerald Schwartz,2025-09-15,1381.39,Pending
TXN00498,Suzanne Holland,2025-03-30,2073.44,Failed
TXN00499,Jamie Poole,2025-09-22,3641.54,Success
TXN00500,Omar Boone,2024-12-01,3613.67,Pending
